head_idx,ngram,hash_head,row,absolute_row,count,avg_gate,avg_output_norm,example_ngram_text
4,2,4,4149264,24069704,84,0.68937600,6304.94482422, in this
11,3,5,348816,55130547,22,0.87739027,6304.88134766,. This is
0,2,0,1647962,1647962,36,0.95024425,6298.42138672, them.
3,2,3,1868842,16809155,43,0.86647010,6295.73974609, and that
6,3,0,4742302,34623072,22,0.90284705,6292.44091797,.m.
1,2,1,4130522,9110619,85,0.75072962,6289.26611328, such as
7,3,1,3356804,38217753,34,0.81926924,6282.37841797,’m
0,2,0,2553049,2553049,75,0.78793663,6282.06738281,. For
3,2,3,202593,15142906,62,0.86134458,6281.24560547,  including
7,3,1,3499923,38360872,27,0.87745404,6280.78662109,’ll
0,2,0,4178860,4178860,44,0.91418815,6269.64697266,\nC
4,2,4,2179589,22100029,37,0.89544976,6266.04833984, non-
8,3,2,1139759,40980895,23,0.83059084,6252.11669922,\nIf you
2,2,2,363213,10323413,36,0.87602478,6249.75439453,. So
10,3,4,2691704,52493224,35,0.88032532,6245.52978516,.\nThis
5,2,5,479649,25380250,30,0.93206674,6239.72021484, and to
2,2,2,3152443,13112643,40,0.90572202,6237.98779297, but the
10,3,4,4638592,54440112,47,0.93638992,6236.34179688, said.\n
5,2,5,362653,25263254,36,0.87205321,6236.13867188,. So
0,2,0,3372631,3372631,30,0.93154591,6232.55810547, that he
2,2,2,777583,10737783,50,0.96826589,6231.93115234,s 
5,2,5,1988901,26889502,102,0.74292076,6228.87353516,!\n
4,2,4,182612,20103052,38,0.91885930,6223.13281250,. She
8,3,2,2883193,42724329,19,0.94821090,6212.68994141,  you can
1,2,1,1739578,6719675,52,0.93851632,6207.97705078,  where
3,2,3,3730290,18670603,43,0.94722384,6204.88085938,  an
10,3,4,3396276,53197796,33,0.88038343,6204.84130859,’ve
8,3,2,1012652,40853788,66,0.85605526,6190.99511719,.S.
3,2,3,3372451,18312764,30,0.94169021,6186.46630859, that he
4,2,4,777583,20698023,50,0.96883339,6183.95458984,s 
5,2,5,2269505,27170106,55,0.75055897,6183.09375000,  that
3,2,3,2101809,17042122,66,0.91203481,6182.06445312,. That
8,3,2,3553962,43395098,36,0.87231302,6180.08300781,  “
5,2,5,2323338,27223939,30,0.93640357,6179.91894531,�the
4,2,4,3728631,23649071,41,0.91787291,6179.06982422, but it
9,3,3,1012652,45833979,66,0.85840207,6177.48437500,.S.
7,3,1,349088,35210037,22,0.89790308,6176.11865234,. This is
2,2,2,2250595,12210795,51,0.85963178,6175.60253906,When the
7,3,1,3554002,38414951,36,0.89836800,6175.24902344,  “
1,2,1,3200270,8180367,62,0.87812048,6175.06591797,\nIf
4,2,4,4489001,24409441,38,0.72682983,6167.83740234,  there
0,2,0,3152491,3152491,40,0.89612281,6166.56152344, but the
5,2,5,2989428,27890029,34,0.91429007,6160.79296875,. These
5,2,5,1952210,26852811,85,0.86173946,6156.11083984,...\n
3,2,3,3152401,18092714,40,0.93029976,6151.59472656, but the
1,2,1,2101953,7082050,66,0.91114652,6142.77343750,. That
2,2,2,1536928,11497128,39,0.90132326,6142.44482422,  then
3,2,3,335203,15275516,43,0.88574988,6138.64404297, lot of
4,2,4,3121322,23041762,38,0.92379308,6136.44677734,  there
2,2,2,243948,10204148,60,0.84379989,6136.28857422, the new
1,2,1,496872,5476969,125,0.92509967,6136.23779297,. "
8,3,2,807805,40648941,78,0.88828862,6135.66259766,  and the
7,3,1,4815524,39676473,26,0.84920979,6130.58593750,�s a
5,2,5,4711226,29611827,41,0.75074345,6124.51367188, but it
5,2,5,2249979,27150580,51,0.85310632,6123.45019531,When the
0,2,0,2989500,2989500,34,0.93743777,6122.47900391,. These
1,2,1,2203017,7183114,43,0.82094151,6108.24658203, lot of
0,2,0,3128391,3128391,75,0.82361275,6105.02050781,. For
4,2,4,1770737,21691177,45,0.92460567,6101.80761719,\nAs
5,2,5,2101557,27002158,66,0.92512822,6099.57812500,. That
2,2,2,496872,10457072,125,0.91754466,6099.56689453,. "
3,2,3,1324246,16264559,45,0.81068558,6094.32031250, and it
10,3,4,1408986,51210506,48,0.89729762,6093.93994141,. It is
5,2,5,1801912,26702513,44,0.87309873,6090.98291016, but I
4,2,4,335169,20255609,43,0.87948149,6090.69335938, lot of
6,3,0,273202,30153972,76,0.82931054,6082.83984375,.\nIn
2,2,2,3728775,13688975,41,0.91036725,6077.87109375, but it
1,2,1,896539,5876636,96,0.85412091,6073.41943359, 000
1,2,1,1771027,6751124,45,0.92792410,6070.82373047,\nAs
5,2,5,115365,25015966,42,0.92021006,6062.87207031, year.
2,2,2,335217,10295417,43,0.86083680,6061.14404297, lot of
7,3,1,2701921,37562870,13,0.92277718,6059.30566406,’d
0,2,0,2179484,2179484,103,0.62081283,6058.02001953,  We
0,2,0,777583,777583,50,0.97134674,6055.53369141,s 
3,2,3,2573712,17514025,36,0.92756486,6054.80664062,. All
0,2,0,2181573,2181573,37,0.84568465,6050.13183594, non-
2,2,2,4147287,14107487,77,0.72540128,6047.67089844, be a
5,2,5,4627165,29527766,37,0.84505254,6046.87402344, had a
3,2,3,115827,15056140,42,0.92368644,6043.39941406, year.
1,2,1,1603010,6583107,59,0.85547858,6042.84814453,  they
9,3,3,1783844,46605171,36,0.93495685,6039.04589844,  “
8,3,2,1375141,41216277,43,0.85076380,6037.22705078,’re
11,3,5,2691634,57473365,35,0.83633375,6035.30273438,.\nThis
5,2,5,952571,25853172,79,0.86158818,6034.69287109, U.
1,2,1,3445911,8426008,30,0.74578071,6030.31542969, he was
2,2,2,4323821,14284021,51,0.92640871,6029.74365234, and other
3,2,3,365877,15306190,45,0.68224472,6024.54248047, and it
6,3,0,4600980,34481750,59,0.85461903,6023.07226562, as well as
2,2,2,3234162,13194362,44,0.89480710,6022.51855469, all of
2,2,2,2323562,12283762,30,0.92459977,6021.44091797,�the
4,2,4,1834311,21754751,31,0.87417102,6018.09667969, that they
4,2,4,4247802,24168242,30,0.85137498,6017.48193359, due to
0,2,0,511135,511135,65,0.86508071,6017.25146484,).\n
3,2,3,388038,15328351,52,0.91772455,6015.83642578, and is
7,3,1,4332630,39193579,27,0.78545409,6015.25390625,’ll
8,3,2,1437738,41278874,30,0.92926234,6012.15332031, In order to
4,2,4,362733,20283173,36,0.86598462,6010.87646484,. So
5,2,5,2372403,27273004,75,0.58090001,6006.66992188,. You
1,2,1,4066480,9046577,30,0.93028724,6006.65576172, when you
3,2,3,1770907,16711220,45,0.92249012,6003.80957031,\nAs
1,2,1,388158,5368255,52,0.80736214,6002.32226562, and is
1,2,1,2586648,7566745,43,0.82914186,6001.69042969,\nFor
11,3,5,2883043,57664774,19,0.91354650,6000.48486328,  you can
2,2,2,2495138,12455338,73,0.85318726,6000.39257812, according to
0,2,0,2878177,2878177,72,0.61022550,5999.43652344, bitter about
4,2,4,529778,20450218,50,0.92412204,5999.28808594,s 
3,2,3,4840551,19780864,32,0.87552774,5996.56542969, Hit with
4,2,4,1518277,21438717,33,0.88208169,5994.53417969, How To
7,3,1,3555634,38416583,15,0.92840254,5990.42333984,If you have
6,3,0,4815524,34696294,25,0.82863599,5990.18554688,�s a
1,2,1,3218378,8198475,43,0.79590058,5989.38671875,\nFor
2,2,2,850142,10810342,318,0.37736040,5985.70068359, and the
2,2,2,2517889,12478089,57,0.82178891,5976.64160156,) and
6,3,0,2581287,32462057,81,0.81010050,5976.56494141,|\n|
5,2,5,3127959,28028560,75,0.85149276,5975.16601562,. For
4,2,4,2323370,22243810,30,0.94203061,5967.27587891,�the
4,2,4,115453,20035893,42,0.91544485,5963.24609375, year.
2,2,2,2926504,12886704,67,0.86882973,5956.81054688,. There
5,2,5,4631558,29532159,40,0.84686786,5953.54101562, but the
4,2,4,4758866,24679306,36,0.84776801,5950.45458984, into a
5,2,5,3152275,28052876,40,0.89927995,5948.82177734, but the
5,2,5,1536872,26437473,39,0.86649704,5947.46435547,  then
5,2,5,2255186,27155787,33,0.83766729,5937.22753906, some of
3,2,3,3283167,18223480,41,0.62708634,5936.08984375,\nWe
0,2,0,2104346,2104346,48,0.83761245,5932.78857422, after the
9,3,3,273118,45094445,75,0.76919329,5925.62939453,.\nIn
6,3,0,1783900,31664670,36,0.93412727,5922.74804688,  “
1,2,1,3728805,8708902,41,0.89748251,5922.14306641, but it
11,3,5,1436928,56218659,30,0.94334447,5922.01708984, In order to
0,2,0,3029768,3029768,50,0.77614760,5919.69140625,  this
10,3,4,1012652,50814172,66,0.83921367,5918.71337891,.S.
6,3,0,2794656,32675426,13,0.93672031,5914.56982422,If you are
3,2,3,2545684,17485997,30,0.89816630,5907.21728516,  she
10,3,4,3840728,53642248,24,0.86897904,5905.59521484, some of the
3,2,3,1834481,16774794,31,0.87498575,5901.74365234, that they
11,3,5,2455487,57237218,68,0.57229191,5901.21826172, One of the
3,2,3,130204,15070517,50,0.91051066,5897.52929688, through the
11,3,5,1012652,55794383,66,0.82995975,5897.29296875,.S.
5,2,5,3354624,28255225,64,0.55363339,5897.21386719, and I
1,2,1,3128355,8108452,75,0.84381491,5896.46630859,. For
3,2,3,2180643,17120956,37,0.81070161,5896.36865234, non-
0,2,0,4323981,4323981,51,0.90979362,5895.26464844, and other
1,2,1,2545708,7525805,30,0.91673470,5893.99462891,  she
1,2,1,1738997,6719094,86,0.79294986,5891.55859375, 1 
11,3,5,4742302,59524033,22,0.85843349,5888.26904297,.m.
1,2,1,2181387,7161484,38,0.86476249,5887.49072266, Decreases
